fami_educacionmadre_num,cole_naturaleza_num,punt_global_scaled
11,2,1.3713430998672802
11,2,1.6692761753004308
9,1,1.531768602023592
4,1,0.019185295978365283
7,1,-0.09540434841900038
10,1,0.2483645847730966
4,1,-1.1725470057542375
9,1,0.7067231623625593
9,1,-0.27874777945478546
7,1,0.1796107981346772
7,1,-0.2558298505753123
12,2,1.8755375352156891
11,2,0.9129845222778175
12,2,1.9672092507335817
8,1,1.508850673144119
6,2,0.47754387356782796
12,2,0.5921335179651936
9,2,-0.3016657083342586
9,2,1.1421638110725487
7,2,0.47754387356782796
9,1,-0.6454346415263555
7,1,0.1796107981346772
6,1,-0.6683525704058287
9,1,-1.1037932191158182
9,2,0.15669286925520406
4,1,-1.1496290768747646
4,1,0.5233797313267742
12,1,0.2712825136525697
9,2,0.22544665589362348
4,1,1.210917597710968
4,1,-1.6996593699821196
12,2,1.0504920955546562
9,1,0.8442307356393981
12,2,-0.11832227729847351
6,2,1.3942610287467532
9,1,0.2712825136525697
9,1,0.04210322485783841
11,1,0.04210322485783841
7,1,-1.3100545790310765
6,1,0.40879008692940855
9,1,-0.3016657083342586
5,1,0.7754769490009786
9,1,0.5921335179651936
7,1,-0.003732632901107851
11,1,1.0504920955546562
4,2,0.04210322485783841
4,1,-0.7600242859237212
4,1,-2.043428303174217
9,1,-2.089264160933163
7,1,0.4317080158088817
11,1,0.7525590201215056
7,1,0.1796107981346772
11,2,1.7380299619388502
7,2,-0.5308449971289899
11,1,0.3858721580499354
10,2,0.13377494037573096
11,2,1.508850673144119
11,2,1.4630148153851725
6,2,-0.37041949497267795
11,1,1.210917597710968
11,2,1.1192458821930757
9,2,0.7067231623625593
9,1,-0.5308449971289899
6,1,-0.4620912104905705
7,1,-0.003732632901107851
10,2,-0.049568490660054115
11,1,-0.049568490660054115
9,2,-0.16415813505741977
7,1,0.6150514468446667
3,1,0.6150514468446667
4,1,-2.662212382919991
9,1,-0.4620912104905705
4,1,-1.3329725079105494
9,1,-0.6683525704058287
5,1,-0.553762926008463
11,1,0.34003630029098914
7,1,-0.049568490660054115
10,1,-0.5995987837674093
9,1,0.4546259446883548
9,2,0.8213128067599249
11,1,-0.32458363721373173
7,1,-0.553762926008463
5,1,-0.6683525704058287
11,1,1.1421638110725487
12,2,-1.26421872127213
4,1,-0.20999399281636605
7,1,0.7296410912420324
9,2,1.0504920955546562
7,1,-0.026650561780580985
11,1,0.5233797313267742
11,1,-0.3475015660932048
7,1,-1.8830028010179047
3,1,-1.1954649346337107
11,1,0.47754387356782796
2,1,-0.3475015660932048
7,1,1.0963279533136026
11,1,0.7525590201215056
10,1,0.4546259446883548
8,2,1.0275741666751832
9,1,0.13377494037573096
7,1,-1.8142490143794854
7,1,0.8671486645188712
9,1,-0.89753185920056
11,2,0.5462976602062474
7,1,-0.5995987837674093
6,1,-0.9433677169595063
4,1,0.5921335179651936
6,1,-0.4620912104905705
5,1,0.13377494037573096
7,1,0.9588203800367637
12,2,0.4546259446883548
7,2,0.47754387356782796
7,2,1.165081739952022
11,2,0.7067231623625593
9,1,-0.27874777945478546
12,2,2.1505526817693665
11,2,0.5921335179651936
7,2,0.34003630029098914
4,1,-1.5392338678258077
8,1,1.2338355265904413
7,1,0.13377494037573096
9,1,0.9817383089162368
3,1,1.348425170987807
